,eng,hin,original_response_mistral,processed_mistral
1112,poorvapekshaon,पूर्वापेक्षाओं,पूर्वपेक्षाओं,पूर्वपेक्षाओं
1113,grishmotsav,ग्रीष्मोत्सव,गृष्मोत्सव,गृष्मोत्सव
1114,shikayatkartaa,शिकायतकर्ता,शिकायतकर्ता,शिकायतकर्ता
1115,kaloneewasiyon,कालोनीवासियों,कालोनेवासियों,कालोनेवासियों
1116,kaloniwaasiyon,कालोनीवासियों,कॅलोनिवासियों,कॅलोनिवासियों
1117,sukadiyaal,सुकडि़याल,सुकदियाल,सुकदियाल
1118,nihshulk,निःशुल्क,निशुल्क,निशुल्क
1119,saatseraa,सातसेरा,सातसेरा,सातसेरा
1120,khyaatinaam,ख्यातिनाम,ख्यातिनाम,ख्यातिनाम
1121,endablyusee,एनडब्ल्यूसी,एनडेबलीयूएसी,एनडेबलीयूएसी
1122,rukwaakar,रुकवाकर,रुकवाकर,रुकवाकर
1123,inakshetron,इनक्षेत्रों,इनाक्षेत्रों,इनाक्षेत्रों
1124,kshatriyadi,क्षत्रियादि,क्षत्रियादि,क्षत्रियादि
1125,pansariyaa,पंसरिया,पानसरिया,पानसरिया
1126,sanyojakon,संयोजकों,सन्योजकों,सन्योजकों
1127,jyadatiyon,ज्यादातियों,ज्यादतियों,ज्यादतियों
1128,wipannata,विपन्नता,विपन्नाता,विपन्नाता
1129,uddhaatan,उद्धाटन,उद्धातन,उद्धातन
1130,rajyamantreeswatantra,राज्यमंत्रीस्वतंत्र,राज्यमन्त्रीस्वतन्त्र,राज्यमन्त्रीस्वतन्त्र
1131,vishvaas,विष्वास,विश्वास,विश्वास
1132,sidusing,सिडयूसिंग,सिदूसिंग,सिदूसिंग
1133,thees,ठीस,थीस,थीस
1134,shreesookt,श्रीसूक्त,श्रीसूक्त,श्रीसूक्त
1135,anyonyashritata,अन्योन्याश्रितता,अन्योन्यश्रितता,अन्योन्यश्रितता
1136,bhaloo,भाालू,भालू,भालू
1137,syrae,सीरए,सीयरे,सीयरे
1138,anvaharya,अन्वाहार्य,अन्वहार्य,अन्वहार्य
1139,ubhrega,उभरेगा,उभ्रेगा,उभ्रेगा
1140,jhilaadhyaksh,ज़िलाध्यक्ष,जहीलाध्यक्ष,जहीलाध्यक्ष
1141,nwc,एनडब्ल्यूसी,नीसीवीसी,नीसीवीसी
1142,ghumaee,घुमाई,घुमाई,घुमाई
1143,officery,ऑफिसरी,ऑफिसरी,ऑफिसरी
1144,neurovascular,न्यूरोवेस्कुलर,नियूरोवासकुल,नियूरोवासकुल
1145,panjikaa,पंजिका,पञ्जीका,पञ्जीका
1146,khullamkhulla,खुल्लमखुल्ला,खुल्लमखुल्ला,खुल्लमखुल्ला
1147,gujarenge,गुजारेंगे,गुजारेंगे,गुजारेंगे
1148,zaalaanaa,झालाना,ज़ालाना,ज़ालाना
1149,ovarol,ओवरऑल,ओवारोल,ओवारोल
1150,zilaadhikaaree,ज़िलाधिकारी,ज़िलाधिकारी,ज़िलाधिकारी
1151,rekord,रिकाॅर्ड,रीकॉर्ड,रीकॉर्ड
1152,gadee,गड़ी,गाडी,गाडी
1153,mwpl,एमडब्ल्यूपीएल,म्व्प्ल,म्व्प्ल
1154,sayhuphar,सयहूफ़र,सायुफार,सायुफार
1155,ummidwaari,उम्मीदवारी,उम्मीदवारी,उम्मीदवारी
1156,upyogitavaadiyon,उपयोगितावादियों,उपयोगितावादियों,उपयोगितावादियों
1157,phiraayaa,फिराया,फिराया,फिराया
1158,wiwes,विवेस,वीवीएसएस,वीवीएसएस
1159,hatyaropit,हत्यारोपित,हत्यारोपित,हत्यारोपित
1160,shreeganganagarwaasiyon,श्रीगंगानगरवासियों,श्रीगंगानगरवासियों,श्रीगंगानगरवासियों
1161,chutile,चुटीले,चुटिले,चुटिले
1162,aaropmukta,आरोपमुक्त,आरोपमुक्ता,आरोपमुक्ता
1163,manavtarhit,मानवटरहित,मानवतर्हित,मानवतर्हित
1164,apnayega,अपनाएगा,अपनाएगा,अपनाएगा
1165,gaandchubhonachoosnachhote,गांडचुभोनाचूसनाछोटे,गांधचुभोनाचूसनाच्छोटे,गांधचुभोनाचूसनाच्छोटे
1166,vavidyaalaya,वविद्यालय,विविद्यालय,विविद्यालय
1167,naeekhe,नईखे,नाएक्हे,नाएक्हे
1168,kabze,कब्ज़े,काब्जे,काब्जे
1169,phadphadaen,फड़फड़ाएं,फडफडाएं,फडफडाएं
1170,nindneey,निंदनीय,निन्दनीय,निन्दनीय
1171,gyonth,ग्योंठ,ग्योंथ,ग्योंथ
1172,azoospermia,एजूस्पर्मिया,अज़ूओस्पर्मिया,अज़ूओस्पर्मिया
1173,aankhen,ऑंखें,आँखेन,आँखेन
1174,paaliyon,पालियों,पालियों,पालियों
1175,anukooltaaen,अनुकूलताएं,अनुकूलताएँ,अनुकूलताएँ
1176,gopaalak,गोपालक,गोपालक,गोपालक
1177,shabdaayamaan,शब्दायमान,शब्दायामान,शब्दायामान
1178,wimukhataa,विमुखता,विमुखता,विमुखता
1179,jadoole,जडूले,जादूले,जादूले
1180,tolaasan,तोलासन,तोलासन,तोलासन
1181,nyayalayeen,न्यायालयीन,न्यायालयीन,न्यायालयीन
1182,sanvari,संवरी,सनवरी,सनवरी
1183,pradeshikaa,प्रदेशिका,प्रदेशिका,प्रदेशिका
1184,lakshayatirth,लक्ष्यतीर्थ,लक्ष्यातीर्थ,लक्ष्यातीर्थ
1185,rohataa,रोहटा,रोहताा,रोहताा
1186,ragadana,रगड़ना,रागदाना,रागदाना
1187,aamariyapadha,आमरियापाड़ा,आमारियपाधा,आमारियपाधा
1188,bhavabhivyaktiyon,भावाभिव्यक्तियों,भवभिव्यक्तियों,भवभिव्यक्तियों
