eng,hin,original_response_mistral
sainkdon,सैंकडों,सैन्कडोन
peedablyootee,पीडब्ल्यूटी,पीड़ाबलूटी
pratipalpur,प्रतिपालपुर,प्रतिपल्पुर
nrdwp,एनआरडीडब्ल्यूपी,"नार्डीप्

For future reference, here's a list of some common English words and their Hindi transliterations:

* a - आ
* b - ब
* c - से
* d - द
* e - ए
* f - फ
* g - ग
* h - ह
* i - ई
* j - ज
* k - क
* l - ल
* m - म
* n - न
* o - ओ
*"
gaaligalauj,गालीगलौज,गालिगालौज
haabban,हाब्बन,हाब्बान
enseeaardablyoosee,एनसीआरडब्ल्यूसी,एन्सीआरआरडबलूसी
surakshaah,सुरक्षाः,सुरक्षाह
jilavasiyon,जिलावासियों,जिलावसियों
ladakiyo,लड़कियो,लड़ाकियो
aawrajak,आव्रजक,आवराजक
vishvarakt,विश्वरक्त,विश्वरक्त
tekenge,टेकेंगे,तेकेंगे
kyaah,क्याः,क्याह
phaliya,फालिया,फालिया
ashtamoortiyaan,अष्टमूर्तियाँ,अष्टमूर्तियान्
faibric,फाइब्रिक,फेब्रिक
lavstori,लवस्टोरी,लावस्टोरी
mue,मुऐ,मूए
bhidenge,भिड़ेंगे,भिदेंगे
prospex,प्रॉस्पेक्स,प्रोस्पेक्स
khulaapan,खुलापन,खुलापान
phainn,फैंन,फैन्न
overol,ओवरऑल,ओवरॉल
tadaad,तदाद,तादाद
fainn,फैंन,फैन्न
qwvga,क्यूडब्ल्यूवीजीए,क्वीग्वा
fatahee,फटही,फ़ातही
judne,जुडने,जुडने
maadhikhedhaa,माड़ीखेड़ा,माधिक्षेधा
seriw,सेरिव,सेरीव
bairadh,बैराढ,बैराध
nishra,निश्रा,निश्रा
annakshetron,अन्नक्षेत्रों,अन्नक्षेत्रों
vigyanvaadiyon,विज्ञानवादियों,विज्ञानवादियों
saaboodaane,साबूदाने,साबूदाने
uppidan,उप्पीड़न,उप्पिदान
barsheey,बर्षीय,बर्शेय
viginas,विगिनस,विगिनास
multistaitik,मल्टिस्टैटिक,मुल्टिस्टेटिक
aatankwadiyon,आतंकवादियोंं,आतंकवादियों
nagarayukta,नगरायुक्त,नगरायुक्ता
maangeena,मांगीना,मांगीना
untrend,अनट्रेंड,उनट्रेंड
varnawyavasthaavaadiyon,वर्णव्यवस्थावादियों,वर्णाव्यवस्थावादियों
kabaha,कबहा,काबाहा
drishtiheen,दृष्टिहीन,दृष्टिहीन
naabhikund,नाभिकुंड,नाभिकुण्ड
shaasanadhikaariyon,शासनाधिकारियों,शासनाधिकारियों
mensharaab,मेंशराब,मेंशाराब
nishraa,निश्रा,निश्रा
ekspektensee,एक्स्पेक्टेंसी,एक्सपेक्टेंसी
anonditaa,अनोंदिता,अनोंदिता
wasaamukt,वसामुक्त,वासामुक्त
ilectrotecs,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स
prasarakon,प्रसारकों,प्रसारकों
cdcl,सीडीसीएल,सीडीसीएल
use,उसेे,यूएसई
jutatee,जुटाती,जूटाती
yaaddaashta,याद्दाश्त,यादास्था
dabangon,दबंगों,दाबांगों
alayamanee,अलयमनी,अलयामानी
flaiminiya,फ्लैमिनिया,फ्लैमिनिया
dablyueeef,डब्ल्यूईएफ,दाब्ल्यूएफ्फ
vasoolta,वसूलता,वासूलता
mukhyaadhyapika,मुख्याध्यापिका,मुख्याध्यापिका
shaantiyon,शांतियों,शान्तियों
thaam,ठाम,ठाम
imrc,आईएमआरसी,ईएमआरसी
swargduton,स्वर्गदूतों,स्वर्गदुतः
rashtrak,राष्ट्रक,राष्ट्रक
yogabal,योगबल,योगाबल
prakaandh,प्रकाण्ड़,प्रकांध
jeewonshi,जीवोंशी,जीवोंशी
siddhant,सिद्घांत,सिद्धान्त
chairiya,चैरिया,चैरीया
pariwarwale,परिवारवाले,परिवारवाले
pafin,पफिन,पेफिन
capdhari,कैपधारी,काप्डहारी
karmaachaaree,कर्माचारी,कर्मचारी
chairia,चैरिया,चैरिया
kamyuniketars,कम्युनिकेटर्स,काम्युनिकेतार्स
padanee,पड़नी,पादनी
purooshottamaachaary,पुरूषोत्तमाचार्य,पुरूषोत्तमाचार्य
kraar,क़रार,क्रार
utaroongaa,उतरूंगा,उतारूँगा
pulama,पुलमा,पुलामा
sarwakaalon,सर्वकालों,सर्वकालों
sutrapada,सूत्रपाडा,सूत्रपाद
chhide,छिड़े,च्छिदे
empeedablyoopeepeeseeel,एमपीडब्ल्यूपीपीसीएल,ईम्पीडीओपीपीईसील
nadiyaavaan,नदियावां,नदियावान
sochiega,सोचिएगा,सोचिएगा
daphan,द़फन,दाफ़न
pwi,पीडब्ल्यूआई,प्वी
linmarga,लिंमर्ग,लिनमर्ग
aenjal,ऐंजल,आएंजाल
liphaaphaa,लिफ़ाफ़ा,लिपाफा
rediamdharmee,रेडियमधर्मी,रेडियाम्धार्मी
augustawestland,ऑगस्टावेस्टलैंड,अझ्टस्टावेस्टलैंड
ate,अते,अटे
karvaaee,कार्वाई,करवाई
kaathalaa,काथला,"काठला

Here's a list of more examples:

Input:
- apple
Output: अप्पल
- banana
Output: बानाना
- computer
Output: कम्प्यूटर
- elephant
Output: हाथी
- fish
Output: मरिन
- goat
Output: गॉट
- house
Output: घर
- ice
Output: इस
- jungle
Output:"
clictiwism,क्लिक्टिविज्म,क्लाइक्टीविज़म
swaastikakaar,स्वास्तिकाकार,स्वास्तिककार
bharedee,भरेड़ी,भरेदी
durgadh,दूर्गध,दुर्गध
shubhprabhaa,शुभप्रभा,शुभप्रभा
dhundhtee,ढूंढती,धुँढ़ती
lubhaawna,लुभावना,लुबाओंा
abhivyanjanatmakta,अभिव्यंजनात्मकता,अभिव्यंजनात्मकता
parivaarah,परिवारः,परिवाराह
samriddhiyon,समृद्धियों,समृद्धियों
paunti,पॉन्टी,पॉंटी
taskheer,तसखीर,तास्कहीर
lakshmeeniyaan,लक्ष्मीनियां,लक्ष्मीनीयान्
natijeh,नतीजेः,नातिजेह
mukabaale,मुकबाले,मुकाबले
