picot,पिकॉट
mahajanji,महाजनजी
avilambh,अविलम्भ
shillingford,शिलिंगफोर्ड
shilpin,शिल्पिन
sutrasanchaalanaane,सूत्रसंचालनाने
prabhamuni,प्रभामुनि
lokmorcha,लोकमोर्चा
munthirithoppukal,मुन्थिरीथोप्पुकल
aeromatherapy,एरोमाथैरेपी
namboodiripad,नम्बूदिरिपाद
pentatonics,पेंटाटोनिक्स
bhirkavu,भिरकावू
ajuran,अजुरन
maitreevat,मैत्रीवत
escherichia,इस्चेरिचिया
ipod,आइपॉड
ausaafe,औसाफ़े
barothi,बरोठी
tulshibagwale,तुळशीबागवाले
batrafi,बतरफी
sursakha,सुरसखा
akaanv,अकांव
dajla,दजला
punrpareekshan,पुनर्परीक्षण
bisoba,बिसोबा
thench,ठेंच
hakmaji,हकमाजी
batmobile,बैटमोबाइल
visheshit,विशेषित
shukragat,शुक्रगत
baggers,बैगर्स
bhavottejak,भावोत्तेजक
pulkaane,पुलकाने
jyotiya,ज्योतिया
doreen,डोरीन
yadkosh,यादकोश
bainsalaat,बैंसलात
tikkana,तिक्कना
bandukdhaariyonne,बंदूकधारियोंने
dulharaay,दुल्हराय
aaba,आबा
ucchakoti,उच्चकोटि
gpt,जीपीटी
pannaganj,पन्नागंज
abaham,अबाहम
chintac,चिंतक
murlibai,मुरलीबाई
mohanke,मोहनके
gucasoff,गुकासोफ
wartman,वार्टमैन
nishedhke,निषेधके
jacmel,जकमेल
mahijit,महीजीत
karmandriyan,कर्मन्द्रियाँ
ijjodu,इज्जोडु
balkh,बल्ख़
sancharmantri,संचारमन्त्री
dehdharigan,देहधारीगण
abyad,अबयद
grignon,ग्रिगनोन
baajikaran,बाजीकरण
choai,चोआई
jabano,जबानो
interplay,इंटरप्ले
sakney,सकने
weddingf,वेडिंगफ
achumbakiya,अचुंबकीय
tishthat,तिष्ठत
ihtisham,इहतिशाम
ahvankarta,आह्वानकर्ता
jhadaai,झड़ाई
bhajpamayi,भाजपामयी
purbakhsh,पूरबख्श
salaanibaadi,सलानीबाड़ी
suraiyanand,सुरैयानंद
venkatnagar,वेंकटनगर
kodra,कोडरा
husnavaalon,हुस्नवालो
yantranemadhil,यंत्रणेमधील
denamark,डेनामार्क
jutaaye,जुटाए
sagundas,सगुणदास
vriddheshwar,वृद्धेश्वर
valuers,वैल्युअर्स
sinein,सिनें
rishipuram,रिषीपुरम
abhyaasaavyatirikt,अभ्यासाव्यतिरिक्त
decade,डिकेड
sairav,सैरव
manjursuba,मंजूरसुबा
constitution,कॉंस्टिट्यूशन
paedavaraa,पैदावरा
sofosbuvir,सोफोसबुवीर
kunin,कुनीन
falandajichya,फलंदाजीच्या
mrityovarmukshiya,मृत्योवर्मुक्षीय
kothikode,कोठीकोड़
gaisuddin,गैसुद्दीन
ditu,दितु
livermorium,लिवरमोरियम
pranatatva,प्राणतत्व
gronya,ग्रोनया
vishvasahityakash,विश्वसाहित्याकाश
harimahin,हरिमाहीन
reciptol,रेसिप्टोल
guwaria,गुवारिया
dinas,दिनास
gorpurwa,गोरपुरवा
miyamaitiyali,मियामैतियाली
urdhvagg,ऊर्ध्वग
unitedke,युनाइटेडके
bilayer,बिलीयर
vadhoparant,वधोपरान्त
akhiok,एकियोक
viplavon,विप्लवों
brokk,ब्रोक्क
khatedharkache,खातेधारकाचे
soliha,सोलिहा
faxible,फैक्सिबल
utarvalyas,उतरवल्यास
toppa,तोप्पा
meghiya,मेघिया
framentley,फ्रेमेंटले
mittingcha,मिटिंगचा
dhonsia,धोंसिया
cdaf,सीडीएएफ
rodna,रोदना
jaime,जैमे
pantoia,पैंटोइया
wottingchi,वोटिंगची
sughandha,सुघंधा
tarikhke,तारीखके
dapiya,डपिया
chodiangal,चोदियांगल
kajjalee,कज्जली
naalaagarh,नालागढ़
paigambari,पैगंबरी
karyonme,कार्योंमे
gunjamaya,गुंजामय
cvn,सीवीएन
moranga,मोरंगा
hwavo,ह्वावो
metallurgical,मेटलॉर्जिकल
lekame,लेकामे
garibacha,गरीबाचा
rahurikar,राहुरीकर
bhaluchuwa,भालूचुवा
antaraavarati,अंतरावरती
vaahanaansaathihi,वाहनांसाठीही
eswara,ईश्वरा
penh,पेनह
hyaauun,ह्याऊँ
bista,बिस्टा
mahabaladhikrit,महाबलाधिकृत
bhalkeshwar,भालकेश्वर
contours,कंटूर्स
vidyarthyasobat,विद्यार्थ्यासोबत
upasthitih,उपस्थितिः
marutal,मारुताल
akolhawa,अकोलहवा
khetigat,खेतीगत
bivian,बिवियन
pankshee,पंक्षी
grnthakar,ग्रन्थाकार
arthaatah,अर्थातः
umargekar,उमरगेकर
dantopant,दंतोपंत
presidend,प्रेसीडेंड
pradarnkariyon,प्रदर्नकारियों
rngai,रँगाई
tamashebazon,तमाशेबाजों
khoobsooratin,खूबसूरतीं
proteolytic,प्रोटीयोलाइटिक
lagdahwa,लगदहवा
varipurvi,वारीपूर्वी
aapaadi,आपादी
saarthataktaa,सार्थतकता
pratipurit,प्रतिपूरित
raghunathapuram,रघुनाथपुरम
kathputliwad,कठपुतलीवाद
jananey,जनने
ayasufiya,अयासूफिया
highliter,हाईलाइटर
harichandrakheda,हरिचंद्रखेड़ा
khilaunesachivasabse,खिलौनेसचिवसबसे
machchu,मच्छु
ghabdaaye,घबड़ाये
pandurna,पांडूरना
dhanyavaadit,धन्यवादित
pizzas,पिज्ज
shukravaareech,शुक्रवारीच
bhonyra,भौंरे
jpr,जेपीआर
klmee,केएलएमईई
pendoraviridae,पेंडोराविरिडी
kyakpyu,क्याकप्यू
aabhe,आभे
dekhaaur,देखाऔर
zibbawe,जिब्बावे
coagulant,कौयगुलांट
gurminder,गुरमिंद्र
nataniyon,नातनियों
kandikuppa,कन्दिकुप्पा
berrington,बेरिंगटन
rashtwadi,राष्टवादी
sangatine,संगतीने
raifule,रायफुले
ukeerti,उकीर्ति
entropy,इन्ट्रोपी
medhsingh,मेधसिंह
bhakosa,भकोसा
yogamurtidhari,योगमूर्तिधारी
constraction,कंस्ट्रैक्शन
lagis,लगीस
vijayanagarchya,विजयनगरच्या
boosing,बूसिंग
praudyongikiyon,प्रौद्योगिकियों
neutriflo,न्यूट्रिफ्लो
durgash,दुर्गश
pritish,प्रीतीश
dharmvimukhta,धर्मविमुखता
gravis,ग्रविस
imambara,इमामबाड़ा
panipak,पानीपक
hemalatachya,हेमलताच्या
khadim,ख़ादिम
tanusten,तनुस्तेन
arunasingh,अरुणासिंह
noparking,नोपार्किंग
rayaliti,रायलिटी
sarvodayvar,सर्वोदयवर
lotewadi,लोटेवाडी
harvindsinh,हरविन्दसिंह
dhanushke,धनुषके
aurabijanes,औरबिजनेस
fazizul,फजीजुल
nuksadneh,नुकसादनेह
rebars,रिबार्स
shraddhankali,श्रद्धांकलि
kaaryakaaraniya,कार्यकारणीय
lawaan,लवान
milengekuchh,मिलेंगेकुछ
constructors,कंस्ट्रक्टर
rupayevanaspati,रुपयेवनस्पति
vyaakhyanon,व्याख्यानों
mannering,मैनरिंग
bachhora,बछोरा
ujjiyini,उज्जियिनी
fraansisiyon,फ्राँसीसियों
agyatacha,अज्ञाताचा
foojho,फूझो
moraji,मोरजी
parirambh,परिरम्भ
krasnayarsk,क्रास्नायार्स्क
aben,अबेन
abinger,एबिंजर
separators,सेपरेटर
pahavet,पहावेत
nasheche,नशेचे
durlakshachi,दुर्लक्षाची
pandika,पंडिका
veeramma,पीरम्मा
nalasoparachya,नालासोपाराच्या
telecordia,टेलीकॉर्डिया
oruro,ओरुरो
ghadalyavar,घडल्यावर
periyapatnam,पेरियापटनम
legislature,लेजिसलेचर
malangwa,मलंगवा
latham,लाथम
gabharuon,गभरूओं
suyansh,सुयांश
vadyavrindkar,वाद्यवृंदकार
nawaguda,नवागुड़ा
aparipavakva,अपरिपवक्व
duos,ड्यूओस
shramona,श्रमोना
pyarelal,प्यारेलाल
aamtali,आमतली
gemology,जैमोलॉजी
uraina,उरैना
kiryane,किरयाणे
scores,सकोर
vyakittv,व्यकित्त्व
premiki,प्रेमिकी
lonners,लोनर्स
lomir,लोमीर
sahaada,सहाड़ा
imelio,इमेलियो
satvinder,सतविंदर
kavuta,कवुता
geekettes,गेकेटेस
adichaura,आदिचौरा
grihsthaanon,गृहस्थानों
